NOME_PRODUTO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,PRINCIPIO_ATIVO,BULA BAIXADA?,NAO TEM BULA!
SPYLGLEN,SIMILAR,110130303,01/10/2034,OUTROS ANTINEOPLASICOS,44363661000157 - GLENMARK FARMACÊUTICA LTDA,ACETATO DE ABIRATERONA,,
KARFYLOR,SIMILAR,155370134,01/11/2034,OUTROS ANTINEOPLASICOS,64171697000146 - ACCORD FARMACÊUTICA LTDA,CARFILZOMIBE,,
capecitabina,GENÉRICO,102980601,01/11/2034,OUTROS ANTINEOPLASICOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CAPECITABINA,,
HIXU,SIMILAR,116370229,01/01/2035,OUTROS ANTINEOPLASICOS,58430828000160 - BLAU FARMACEUTICA S.A.,HIDROXIUREIA,,
KIMMTRAK,BIOLÓGICO,191320001,01/02/2035,OUTROS ANTINEOPLASICOS,48682588000137 - MEDISON PHARMA BRASIL PRODUTOS FARMACEUTICOS LTDA.,TEBENTAFUSPE,,
LAZCLUZE,NOVO,112363447,01/07/2035,OUTROS ANTINEOPLASICOS,51780468000187 - JANSSEN-CILAG FARMACEUTICA LTDA,MESILATO DE LAZERTINIBE MONOIDRATADO,,
PEMAZYRE,NOVO,125760040,01/12/2034,OUTROS ANTINEOPLASICOS,68949239000146 - UNITED MEDICAL LTDA,PEMIGATINIBE,,
acetato de abiraterona,GENÉRICO,170420009,01/06/2035,OUTROS ANTINEOPLASICOS,18755529000180 - MCG INDUSTRIA FARMACEUTICA E IMPORTAÇAO LTDA,ACETATO DE ABIRATERONA,,
mesilato de eribulina,GENÉRICO,182610024,01/08/2035,OUTROS ANTINEOPLASICOS,08157293000127 - NATCOFARMA DO BRASIL LTDA,MESILATO DE ERIBULINA,,
ELAHERE,BIOLÓGICO,198600022,01/09/2035,OUTROS ANTINEOPLASICOS,15800545000150 - ABBVIE FARMACÊUTICA LTDA.,MIRVETUXIMABE SORAVTANSINA,,
CAPECITABINA,GENÉRICO,146820040,01/06/2025,OUTROS ANTINEOPLASICOS,05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA,CAPECITABINA,,
CAPECITABINA,GENÉRICO,100431209,01/06/2027,OUTROS ANTINEOPLASICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CAPECITABINA,,
CAPELIV,SIMILAR,123520247,01/08/2027,OUTROS ANTINEOPLASICOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,CAPECITABINA,,
CAPZAT,SIMILAR,105730756,01/12/2030,OUTROS ANTINEOPLASICOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CAPECITABINA,,
CORRETAL,SIMILAR,100431210,01/06/2027,OUTROS ANTINEOPLASICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CAPECITABINA,,
Coama,SIMILAR,102351292,01/03/2029,OUTROS ANTINEOPLASICOS,57507378000365 - EMS S/A,CAPECITABINA,,
EFURIX,SIMILAR,119610019,01/05/2029,OUTROS ANTINEOPLASICOS,27011022000103 - BL INDÚSTRIA OTICA LTDA,FLUORURACILA,,
FAULDACAR,SIMILAR,100330136,01/08/2028,OUTROS ANTINEOPLASICOS,61230314000175 - LIBBS FARMACÊUTICA LTDA,DACARBAZINA,,
FLUSAN,SIMILAR,100431041,01/12/2025,OUTROS ANTINEOPLASICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,FLUORURACILA,,
FLUTAMID,,150820042,01/04/2008,OUTROS ANTINEOPLASICOS,04216501000160 - ASTA MÉDICA-ONCOLOGIA LTDA,FLUTAMIDA,,
HALAVEN,NOVO,125760026,01/05/2028,OUTROS ANTINEOPLASICOS,68949239000146 - UNITED MEDICAL LTDA,MESILATO DE ERIBULINA,,
KEYTRUDA,BIOLÓGICO,101710209,01/10/2026,OUTROS ANTINEOPLASICOS,03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.,PEMBROLIZUMABE,,
LANVIS,NOVO,137640134,01/04/2028,OUTROS ANTINEOPLASICOS,02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,TIOGUANINA,,
LEUKERAN,NOVO,137640148,01/11/2029,OUTROS ANTINEOPLASICOS,02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORAMBUCILA,,
LUMOXITI,BIOLÓGICO,116180281,01/08/2023,OUTROS ANTINEOPLASICOS,60318797000100 - ASTRAZENECA DO BRASIL LTDA,MOXETUMOMABE PASUDOTOX,,
METVIX,NOVO,129160065,01/09/2025,OUTROS ANTINEOPLASICOS,00317372000146 - GALDERMA BRASIL LTDA,CLORIDRATO DE AMINOLEVULINATO DE METILA,,
Rarija,SIMILAR,155730049,01/03/2029,OUTROS ANTINEOPLASICOS,05333542000108 - TEVA FARMACÊUTICA LTDA.,ACETATO DE ABIRATERONA,,
XELODA,NOVO,101000549,01/12/2028,OUTROS ANTINEOPLASICOS,33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,CAPECITABINA,,
ZYTIGA,NOVO,112363401,01/11/2026,OUTROS ANTINEOPLASICOS,51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA,ACETATO DE ABIRATERONA,,
ZYTIGA®,NOVO,112363420,01/12/2028,OUTROS ANTINEOPLASICOS,51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA,ACETATO DE ABIRATERONA,,
Zaltrap,BIOLÓGICO,183260338,01/09/2029,OUTROS ANTINEOPLASICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,AFLIBERCEPTE,,
Zostide,SIMILAR,100330203,01/12/2028,OUTROS ANTINEOPLASICOS,61230314000175 - LIBBS FARMACÊUTICA LTDA,ACETATO DE ABIRATERONA,,
acetato de abiraterona,GENÉRICO,100470619,01/04/2029,OUTROS ANTINEOPLASICOS,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,ACETATO DE ABIRATERONA,,
acetato de abiraterona,GENÉRICO,155730051,01/04/2030,OUTROS ANTINEOPLASICOS,05333542000108 - TEVA FARMACÊUTICA LTDA.,ACETATO DE ABIRATERONA,,
capecitabina,GENÉRICO,104070110,01/08/2029,OUTROS ANTINEOPLASICOS,30064034000100 - INSTITUTO VITAL BRAZIL S/A,CAPECITABINA,,
capecitabina,GENÉRICO,112330055,01/07/2030,OUTROS ANTINEOPLASICOS,00394429009914 - LABORATORIO QUIMICO FARMACEUTICO DA AERONAUTICA,CAPECITABINA,,
LEUX,SIMILAR,102980573,01/05/2032,OUTROS ANTINEOPLASICOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,HIDROXIUREIA,,
CARVYKTI®,PRODUTO DE T,112363437,01/03/2027,OUTROS ANTINEOPLASICOS,51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA,CILTACABTAGENO AUTOLEUCEL,,
hidroxiureia,GENÉRICO,116370190,01/10/2032,OUTROS ANTINEOPLASICOS,58430828000160 - BLAU FARMACÊUTICA S.A.,HIDROXIUREIA,,
ABMETHA,SIMILAR,102980576,01/10/2032,OUTROS ANTINEOPLASICOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,ACETATO DE ABIRATERONA,,
XELODA,NOVO,189770004,01/12/2028,OUTROS ANTINEOPLASICOS,31327287000192 - BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA,CAPECITABINA,,
EFURIX,SIMILAR,109170135,01/05/2029,OUTROS ANTINEOPLASICOS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,FLUORURACILA,,
MINJUVI,BIOLÓGICO,125760039,01/07/2026,OUTROS ANTINEOPLASICOS,68949239000146 - UNITED MEDICAL LTDA,TAFASITAMABE,,
CAPEDUC,SIMILAR,102980591,01/12/2033,OUTROS ANTINEOPLASICOS,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CAPECITABINA,,
Tecartus,PRODUTO DE T,109290014,01/12/2028,OUTROS ANTINEOPLASICOS,15670288000189 - GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA,BREXUCABTAGENO AUTOLEUCEL,,
acetato de abiraterona,GENÉRICO,110130300,01/05/2034,OUTROS ANTINEOPLASICOS,44363661000157 - GLENMARK FARMACÊUTICA LTDA,ACETATO DE ABIRATERONA,,
carfilzomibe,GENÉRICO,155370131,01/08/2034,OUTROS ANTINEOPLASICOS,64171697000146 - ACCORD FARMACÊUTICA LTDA,CARFILZOMIBE,,
LQFEX - SULFATO DE QUININA,SIMILAR,112080038,01/02/2025,OUTROS ANTIPARASITARIOS PARA AFECCOES INTERNAS,00394452000103 - COMANDO DO EXÉRCITO,SULFATO DE QUININA,,
Rexulti,NOVO,104750053,01/04/2030,OUTROS ANTIPSICÓTICOS,04522600000170 - LUNDBECK BRASIL LTDA,BREXPIPRAZOL,,
ZEPATIER,NOVO,100290198,01/12/2027,OUTROS ANTIVIRÓTICOS,45987013000134 - ORGANON FARMACÊUTICA LTDA.,ELBASVIR +  GRAZOPREVIR MONOIDRATADO ,,
ZEPATIER,NOVO,101710221,01/12/2027,OUTROS ANTIVIRÓTICOS,03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.,ELBASVIR +  GRAZOPREVIR MONOIDRATADO ,,
BIOVICERIN,BIOLÓGICO,104430009,01/01/2030,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,92670801000182 - GEYER MEDICAMENTOS S/A,BACILLUS CEREUS,,
CONSTRUFLOR,BIOLÓGICO,102351373,01/06/2031,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,57507378000365 - EMS S/A,SACCHAROMYCES BOULARDII - 17,,
CONSTRUFLOR,BIOLÓGICO,102351399,01/04/2032,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,57507378000365 - EMS S/A,SACCHAROMYCES BOULARDII +  SACCHAROMYCES BOULARDII - 17,,
FLOMICIN,BIOLÓGICO,155840458,01/12/2029,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,SACCHAROMYCES BOULARDII,,
FLORATIL,BIOLÓGICO,103900216,01/02/2030,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,33349473000158 - FARMOQUÍMICA S/A,SACCHAROMYCES BOULARDII,,
FLORAX,NOVO,115570015,01/12/2026,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,08939548000103 - INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,SACCHAROMYCES CEREVISAE,,
ORALZ,ESPECÍFICO,109740285,01/09/2029,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,GLICINATO DE ZINCO,,
REPOFLOR,BIOLÓGICO,102350420,01/04/2029,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,57507378000365 - EMS S/A,SACCHAROMYCES BOULARDII +  SACCHAROMYCES BOULARDII - 17,,
ALPHANINE SD,SIMILAR,125760003,01/01/2006,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,68949239000146 - UNITED MEDICAL LTDA,,,
Cinryze,BIOLÓGICO,106390287,01/06/2029,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,60397775000174 - TAKEDA PHARMA LTDA.,INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO,,
EVICEL,BIOLÓGICO,113250093,01/12/2029,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,54516661000101 - JOHNSON  & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS P,CLORETO DE CÁLCIO +  FIBRINOGÊNIO +  TROMBINA,,
FACTANE,BIOLÓGICO,163070002,01/07/2026,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,07207572000195 - LFB - HEMODERIVADOS E BIOTECNOLOGIA LTDA,FATOR VIII DE COAGULAÇÃO,,
FATOR IX DE COAGULAÇÃO HEMOBRÁS,SIMILAR,193040005,01/04/2032,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,07607851000146 - EMPRESA BRASILEIRA DE HEMODERIVADOS E BIOTECNOLOGIA,FATOR IX DE COAGULAÇÃO,,
HISOCEL,ESPECÍFICO,100410017,01/11/2028,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,49324221000104 - FRESENIUS KABI BRASIL LTDA,CLORETO DE CÁLCIO +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  GELATINA +  CLORETO DE CÁLCIO DIIDRATADO,,
OCTANINE F,SIMILAR,139710008,01/07/2026,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,02552927000160 - OCTAPHARMA BRASIL LTDA,FATOR IX DE COAGULAÇÃO,,
PROFILNINE SD,SIMILAR,125760004,01/01/2006,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,68949239000146 - UNITED MEDICAL LTDA,,,
Panhematin,BIOLÓGICO,171260002,01/08/2029,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,53056057000179 - RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME,HEMINA,,
DIGEPLUS,NOVO,105730365,01/12/2026,OUTROS DIGESTIVOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO +  DIMETICONA +  PEPSINA,,
TRANSLARNA,NOVO,157700001,01/04/2029,OUTROS FÁRMACOS USADOS EM TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO,25210463000109 - PTC FARMACEUTICA DO BRASIL LTDA.,ATALURENO,,
Hemcibra,BIOLÓGICO,101000667,01/07/2028,OUTROS HEMOSTÁTICOS SISTÊMICOS,33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,EMICIZUMABE,,
OLIRE,NOVO,102351448,01/12/2034,OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO,57507378000365 - EMS S/A,LIRAGLUTIDA,,
KUVAN,NOVO,173330004,01/01/2026,OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO,08002360000134 - BIOMARIN BRASIL FARMACÊUTICA LTDA,DICLORIDRATO DE SAPROPTERINA,,
REVESTIVE,BIOLÓGICO,106390296,01/11/2028,OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO,60397775000174 - TAKEDA PHARMA LTDA.,TEDUGLUTIDA,,
SAXENDA,BIOLÓGICO,117660032,01/02/2026,OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO,82277955000155 - NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,LIRAGLUTIDA,,
Wegovy,BIOLÓGICO,117660039,01/01/2033,OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO,82277955000155 - NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,SEMAGLUTIDA,,
POVIZTRA,BIOLÓGICO,117660042,01/08/2034,OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO,82277955000155 - NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,SEMAGLUTIDA,,
Acetato de Octreotida,GENÉRICO,102980438,01/07/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,ACETATO DE OCTREOTIDA,,
BERGOX,SIMILAR,167730433,01/09/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CABERGOLINA,,
CABERGOLINA,GENÉRICO,102351161,01/06/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,57507378000365 - EMS S/A,CABERGOLINA,,
CABERGOLINA,GENÉRICO,110390214,01/07/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,CABERGOLINA,,
CABERGOLINA,GENÉRICO,105830808,01/08/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,45992062000165 - GERMED FARMACEUTICA LTDA,CABERGOLINA,,
CABERGOLINA,GENÉRICO,135690677,01/08/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,00923140000131 - EMS SIGMA PHARMA LTDA,CABERGOLINA,,
CABERGOLINA,GENÉRICO,167730428,01/08/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CABERGOLINA,,
DDAVP,NOVO,128760015,01/04/2027,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,74232034000148 - LABORATÓRIOS FERRING LTDA,ACETATO DE DESMOPRESSINA,,
EPONIM,SIMILAR,128760021,01/09/2028,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,74232034000148 - LABORATÓRIOS FERRING LTDA,ACETATO DE DESMOPRESSINA,,
FIRMAGON,NOVO,128760017,01/01/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,74232034000148 - LABORATÓRIOS FERRING LTDA,ACETATO DE DEGARELIX,,
FURP-DESMOPRESSINA,SIMILAR,110390115,01/09/2025,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,ACETATO DE DESMOPRESSINA,,
LECTRUM,SIMILAR,100470410,01/06/2027,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,ACETATO DE LEUPRORRELINA,,
LUPRON,NOVO,198600007,01/05/2029,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,15800545000150 - ABBVIE FARMACÊUTICA LTDA.,ACETATO DE LEUPRORRELINA,,
OCTRIDE,SIMILAR,146820020,01/07/2025,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,05035244000123 - SUN FARMACÊUTICA DO BRASIL LTDA,ACETATO DE OCTREOTIDA,,
PARLODEL,NOVO,100680017,01/05/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,56994502000130 - NOVARTIS BIOCIENCIAS S.A,MESILATO DE BROMOCRIPTINA,,
SANDOSTATIN,NOVO,100680009,01/08/2025,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,56994502000130 - NOVARTIS BIOCIENCIAS S.A,ACETATO DE OCTREOTIDA,,
SOMAVERT,BIOLÓGICO,121100450,01/04/2030,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA,PEGVISOMANTO,,
THYROGEN,BIOLÓGICO,183260330,01/04/2030,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,ALFATIROTROPINA,,
acetato de desmopressina,GENÉRICO,106460172,01/10/2027,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,ACETATO DE DESMOPRESSINA,,
cabergolina,GENÉRICO,126750197,01/08/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,CABERGOLINA,,
cabergolina,GENÉRICO,118190331,01/08/2026,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,CABERGOLINA,,
DOSYX,GENÉRICO,106460234,01/03/2034,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,ACETATO DE DESMOPRESSINA,,
AMITIZA,NOVO,106390280,01/11/2029,OUTROS LAXANTES,60397775000174 - TAKEDA PHARMA LTDA.,LUBIPROSTONA,,
Crysvita,BIOLÓGICO,139640002,01/03/2039,OUTROS MEDICAMENTOS AFETANDO A ESTRUTURA E A MINERALIZAÇÃO ÓSSEA,27724245000118 - ULTRAGENYX BRASIL FARMACEUTICA LTDA,BUROSUMABE,,
KISUNLA,BIOLÓGICO,112600207,01/04/2035,OUTROS MEDICAMENTOS ANTI-DEMÊNCIA,43940618000144 - ELI LILLY DO BRASIL LTDA,DONANEMABE,,
DESIRÉE,SIMILAR,103900196,01/04/2027,OUTROS MEDICAMENTOS ANTI-DEMÊNCIA,33349473000158 - FARMOQUÍMICA S/A,CLORIDRATO DE MEMANTINA,,
Cinqair,BIOLÓGICO,155730045,01/07/2028,OUTROS MEDICAMENTOS ANTIASMATICOS,05333542000108 - TEVA FARMACÊUTICA LTDA.,RESLIZUMABE,,
FORASEQ,NOVO,100680156,01/03/2026,OUTROS MEDICAMENTOS ANTIASMATICOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,BUDESONIDA +  FUMARATO DE FORMOTEROL DIIDRATADO,,
FUMARATO DE CETOTIFENO,GENÉRICO,105830338,01/06/2029,OUTROS MEDICAMENTOS ANTIASMATICOS,45992062000165 - GERMED FARMACEUTICA LTDA,FUMARATO DE CETOTIFENO,,
FUMARATO DE CETOTIFENO,GENÉRICO,103700501,01/11/2026,OUTROS MEDICAMENTOS ANTIASMATICOS,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,FUMARATO DE CETOTIFENO,,
FUMARATO DE CETOTIFENO,GENÉRICO,113430146,01/08/2027,OUTROS MEDICAMENTOS ANTIASMATICOS,19570720000110 - HIPOLABOR FARMACEUTICA LTDA,FUMARATO DE CETOTIFENO,,
FUMARATO DE CETOTIFENO,GENÉRICO,125680233,01/05/2027,OUTROS MEDICAMENTOS ANTIASMATICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,FUMARATO DE CETOTIFENO,,
Fumarato de Cetotifeno,GENÉRICO,105730637,01/02/2027,OUTROS MEDICAMENTOS ANTIASMATICOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,FUMARATO DE CETOTIFENO,,
MIFLONIDE,NOVO,100680093,01/10/2028,OUTROS MEDICAMENTOS ANTIASMATICOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,BUDESONIDA,,
MIFLONIDE BRIZZ,NOVO,100681170,01/04/2030,OUTROS MEDICAMENTOS ANTIASMATICOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,BUDESONIDA,,
NUCALA,BIOLÓGICO,101070335,01/08/2027,OUTROS MEDICAMENTOS ANTIASMATICOS,33247743000110 - GLAXOSMITHKLINE BRASIL LTDA,MEPOLIZUMABE,,
OXIMAX,NOVO,178170788,01/10/2026,OUTROS MEDICAMENTOS ANTIASMATICOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,FUROATO DE MOMETASONA,,
FORASEQ,NOVO,100470658,01/03/2026,OUTROS MEDICAMENTOS ANTIASMATICOS,61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,FUMARATO DE FORMOTEROL DIIDRATADO +  BUDESONIDA,,
RANIVISIO,BIOLÓGICO,133480005,01/05/2035,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,04752991000110 - BIOMM SA,RANIBIZUMABE,,
OPTINÓVIS,BIOLÓGICO,145310003,01/09/2035,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,12320079000117 - BIONOVIS S.A. - COMPANHIA BRASILEIRA DE BIOTECNOLOGIA FARMACEUT,RANIBIZUMABE,,
PAVBLU,BIOLÓGICO,102440027,01/09/2035,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,18774815000193 - AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,AFLIBERCEPTE,,
ACU FRESH,ESPECÍFICO,154230230,01/07/2026,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CARMELOSE SÓDICA,,
ADAPTIS GEL,ESPECÍFICO,167730625,01/07/2029,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CARBÔMER 940,,
COLÍRIO TEUTO,SIMILAR,103700113,01/07/2026,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,CLORIDRATO DE NAFAZOLINA +  SULFATO DE ZINCO,,
DINILL,SIMILAR,101470102,01/04/2029,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,CLORETO DE BENZALCÔNIO +  ÁCIDO BÓRICO,,
ECOFILM,SIMILAR,102980487,01/01/2028,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CARMELOSE SÓDICA,,
EPITEGEL,NOVO,119610012,01/01/2029,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,27011022000103 - BL INDÚSTRIA OTICA LTDA,DEXPANTENOL,,
Eylia,BIOLÓGICO,170560097,01/10/2027,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,18459628000115 - BAYER S.A.,AFLIBERCEPTE,,
HIGICLER,SIMILAR,102980482,01/10/2026,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORETO DE BENZALCÔNIO +  ÁCIDO BÓRICO,,
HIPERTONIC 5%,ESPECÍFICO,117240004,01/02/2029,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,61129409000105 - OPHTHALMOS S/A,CLORETO DE SÓDIO,,
LACRIFILM,ESPECÍFICO,104971289,01/01/2028,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CARMELOSE SÓDICA,,
LACRILAX,ESPECÍFICO,178170119,01/07/2028,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CARMELOSE SÓDICA,,
LIRIS,ESPECÍFICO,104971445,01/08/2030,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,CARMELOSE SÓDICA,,
LUCENTIS,BIOLÓGICO,100681056,01/09/2027,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,56994502000130 - NOVARTIS BIOCIENCIAS S.A,RANIBIZUMABE,,
NEO FRESH,ESPECÍFICO,155840402,01/05/2028,OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CARMELOSE SÓDICA,,
