NOME_PRODUTO,CATEGORIA_REGULATORIA,NUMERO_REGISTRO_PRODUTO,DATA_VENCIMENTO_REGISTRO,CLASSE_TERAPEUTICA,EMPRESA_DETENTORA_REGISTRO,PRINCIPIO_ATIVO,BULA BAIXADA?,NAO TEM BULA!
PADCEV,BIOLÓGICO,122140119,01/05/2032,AGENTES ANTINEOPLÁSICOS,55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A,ENFORTUMABE VEDOTINA,,
TAXONTAS,SIMILAR,155370104,,AGENTES ANTINEOPLÁSICOS,64171697000146 - ACCORD FARMACÊUTICA LTDA,DOCETAXEL,,
fulvestranto,GENÉRICO,106460223,01/07/2032,AGENTES ANTINEOPLÁSICOS,61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,FULVESTRANTO,,
mesilato de imatinibe,GENÉRICO,156510099,01/10/2032,AGENTES ANTINEOPLÁSICOS,05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA,MESILATO DE IMATINIBE,,
malato de sunitinibe,GENÉRICO,151430068,,AGENTES ANTINEOPLÁSICOS,03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,MALATO DE SUNITINIBE,,
EGROTIB®,SIMILAR,151430069,,AGENTES ANTINEOPLÁSICOS,03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,CLORIDRATO DE ERLOTINIBE,,
SUZOPA,SIMILAR,151430071,,AGENTES ANTINEOPLÁSICOS,03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,MALATO DE SUNITINIBE,,
PREMEXEDE,SIMILAR,116370194,,AGENTES ANTINEOPLÁSICOS,58430828000160 - BLAU FARMACÊUTICA S.A.,PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,,
SCEMBLIX,NOVO,100681183,,AGENTES ANTINEOPLÁSICOS,56994502000130 - NOVARTIS BIOCIENCIAS S.A,CLORIDRATO DE ASCIMINIBE,,
TEQUEL,SIMILAR,155730065,01/10/2033,AGENTES ANTINEOPLÁSICOS,05333542000108 - TEVA FARMACÊUTICA LTDA.,DOCETAXEL,,
OPDUALAG,BIOLÓGICO,101800414,01/11/2033,AGENTES ANTINEOPLÁSICOS,56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,RELATLIMABE +  NIVOLUMABE,,
JAYPIRCE,NOVO,112600203,01/11/2026,AGENTES ANTINEOPLÁSICOS,43940618000144 - ELI LILLY DO BRASIL LTDA,PIRTOBRUTINIBE,,
PREMEXEDE,SIMILAR,116370212,01/01/2034,AGENTES ANTINEOPLÁSICOS,58430828000160 - BLAU FARMACÊUTICA S.A.,PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO,,
HYPONIBE,SIMILAR,103870084,01/03/2034,AGENTES ANTINEOPLÁSICOS,17174657000178 - HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,MESILATO DE IMATINIBE,,
TIBSOVO,NOVO,112780089,01/04/2034,AGENTES ANTINEOPLÁSICOS,42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA,IVOSIDENIBE,,
cloridrato de erlotinibe,GENÉRICO,100431510,01/04/2034,AGENTES ANTINEOPLÁSICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE ERLOTINIBE,,
palbociclibe,GENÉRICO,151430084,01/04/2034,AGENTES ANTINEOPLÁSICOS,03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,PALBOCICLIBE,,
CYDIKRIZ,SIMILAR,151430086,01/08/2034,AGENTES ANTINEOPLÁSICOS,03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,PALBOCICLIBE,,
TEVIMBRA,BIOLÓGICO,186420002,01/09/2034,AGENTES ANTINEOPLÁSICOS,30763301000138 - BEIGENE BRASIL LTDA.,TISLELIZUMABE,,
Alecensa,NOVO,101000668,01/12/2028,AGENTES ANTINEOPLÁSICOS + AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES + OUTROS AGENTES ANTINEOPLÁSICOS,33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,CLORIDRATO DE ALECTINIBE,,
Erleada,NOVO,112363419,01/10/2028,AGENTES ANTINEOPLÁSICOS + ANTIANDRÓGENOS,51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA,APALUTAMIDA,,
BIO-MANGUINHOS TRASTUZUMABE,BIOLÓGICO,110630154,01/12/2030,AGENTES ANTINEOPLÁSICOS + ANTICORPOS MONOCLONAIS,33781055000135 - FUNDAÇÃO OSWALDO CRUZ,TRASTUZUMABE,,
BIO-MANGUINHOS RITUXIMABE,BIOLÓGICO,110630157,01/03/2031,AGENTES ANTINEOPLÁSICOS + ANTICORPOS MONOCLONAIS + RITUXIMABE,33781055000135 - FUNDAÇÃO OSWALDO CRUZ,RITUXIMABE,,
CABOMETYX,NOVO,169770004,01/10/2023,AGENTES ANTINEOPLÁSICOS + INIBIDORES DA PROTEÍNA QUINASE ,07718721000180 - BEAUFOUR IPSEN FARMACÊUTICA LTDA,LEVOMALATO DE CABOZANTINIBE,,
CALQUENCE,,116180269,01/12/2023,AGENTES ANTINEOPLÁSICOS + INIBIDORES DA PROTEÍNA QUINASE ,60318797000100 - ASTRAZENECA DO BRASIL LTDA,ACALABRUTINIBE,,
TYENNE,BIOLÓGICO,100410236,01/06/2035,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,49324221000104 - FRESENIUS KABI BRASIL LTDA,TOCILIZUMABE,,
ATOBACH,GENÉRICO,105830934,01/08/2028,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,45992062000165 - GERMED FARMACEUTICA LTDA,TACROLIMO MONOIDRATADO,,
CROPOC,GENÉRICO,167730596,01/08/2028,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,TACROLIMO MONOIDRATADO,,
KOSELUGO,NOVO,116180285,01/04/2024,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,60318797000100 - ASTRAZENECA DO BRASIL LTDA,SULFATO DE SELUMETINIBE,,
Kisqali,NOVO,100681157,01/07/2028,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,56994502000130 - NOVARTIS BIOCIENCIAS S.A,SUCCINATO DE RIBOCICLIBE,,
Lenvima,NOVO,125760027,01/08/2026,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,68949239000146 - UNITED MEDICAL LTDA,MESILATO DE LENVATINIBE,,
Tacrolimo,GENÉRICO,105830916,01/01/2028,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,45992062000165 - GERMED FARMACEUTICA LTDA,TACROLIMO MONOIDRATADO,,
ZOMYLE,SIMILAR,188300075,01/02/2031,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,11643096000122 - MYLAN LABORATORIOS LTDA,BORTEZOMIBE,,
tacrolimo,GENÉRICO,102351245,01/01/2028,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,57507378000365 - EMS S/A,TACROLIMO MONOIDRATADO,,
tacrolimo,GENÉRICO,126750305,01/01/2028,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A,TACROLIMO MONOIDRATADO,,
tacrolimo,GENÉRICO,167730572,01/01/2028,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,TACROLIMO MONOIDRATADO,,
ELOME,SIMILAR,100431444,,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,BORTEZOMIBE,,
tacrolimo,GENÉRICO,118190386,01/01/2028,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,TACROLIMO MONOIDRATADO,,
mesilato de lenvatinibe,GENÉRICO,122140123,,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,55980684000127 - ADIUM S.A.,MESILATO DE LENVATINIBE,,
LODATYR,SIMILAR,122140129,01/01/2034,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,55980684000127 - ADIUM S.A.,MESILATO DE LENVATINIBE,,
Lonsurf®,NOVO,112780083,01/05/2030,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES + ANÁLOGOS DAS PIRIMIDINAS,42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA,CLORIDRATO DE TIPIRACILA +  TRIFLURIDINA,,
Olumiant,NOVO,112600198,01/11/2028,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES + ANTAGONISTAS HORMONAIS E AGENTES RELACIONADOS + INIBIDOR,43940618000144 - ELI LILLY DO BRASIL LTDA,BARICITINIBE,,
cloridrato de cinacalcete,GENÉRICO,155370125,01/04/2034,AGENTES ANTIPARATIREÓIDE,64171697000146 - ACCORD FARMACÊUTICA LTDA,CLORIDRATO DE CINACALCETE,,
GLOBOXAREL,SIMILAR,105350248,01/03/2035,AGENTES ANTITROMBÓTICOS,17115437000173 - LABORATORIO GLOBO SA,RIVAROXABANA,,
Ixobam,SIMILAR,169170003,01/06/2035,AGENTES ANTITROMBÓTICOS,10446719000104 - BIOTEC BIOLOGICA INDÚSTRIA FARMACÊUTICA LTDA.,APIXABANA,,
VAZULI,SIMILAR,125680363,01/07/2035,AGENTES ANTITROMBÓTICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,RIVAROXABANA,,
apixabana,GENÉRICO,109740379,01/05/2035,AGENTES ANTITROMBÓTICOS,49475833000106 - BIOLAB SANUS FARMACEUTICA LTDA,APIXABANA,,
rivaroxabana,GENÉRICO,135170084,01/04/2035,AGENTES ANTITROMBÓTICOS,48344725000719 - ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,RIVAROXABANA,,
DACXI,SIMILAR,109740344,01/10/2031,AGENTES ANTITROMBÓTICOS,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,RIVAROXABANA,,
DARTRIAL,SIMILAR,103720308,01/11/2031,AGENTES ANTITROMBÓTICOS,43312503000105 - SUPERA FARMA LABORATÓRIOS S.A,RIVAROXABANA,,
ITEXTAR,SIMILAR,183260469,01/11/2030,AGENTES ANTITROMBÓTICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,RIVAROXABANA,,
KLEV,SIMILAR,105730786,01/10/2031,AGENTES ANTITROMBÓTICOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,RIVAROXABANA,,
NIXE,SIMILAR,103900223,01/04/2032,AGENTES ANTITROMBÓTICOS,33349473000158 - FARMOQUÍMICA S/A,RIVAROXABANA,,
RIVACRIST,SIMILAR,105530387,01/10/2031,AGENTES ANTITROMBÓTICOS,56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA,RIVAROXABANA,,
RIVAR,SIMILAR,100431360,01/11/2031,AGENTES ANTITROMBÓTICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,RIVAROXABANA,,
RIVAXA,SIMILAR,100431347,01/09/2031,AGENTES ANTITROMBÓTICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,RIVAROXABANA,,
VAROXRED,SIMILAR,151430043,01/04/2029,AGENTES ANTITROMBÓTICOS,03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,RIVAROXABANA,,
apixabana,GENÉRICO,182610009,01/03/2031,AGENTES ANTITROMBÓTICOS,08157293000127 - NATCOFARMA DO BRASIL LTDA,APIXABANA,,
rivaroxabana,GENÉRICO,151430037,01/09/2028,AGENTES ANTITROMBÓTICOS,03978166000175 - DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,RIVAROXABANA,,
rivaroxabana,GENÉRICO,183260472,01/03/2031,AGENTES ANTITROMBÓTICOS,10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.,RIVAROXABANA,,
rivaroxabana,GENÉRICO,105730785,01/10/2031,AGENTES ANTITROMBÓTICOS,60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,RIVAROXABANA,,
rivaroxabana,GENÉRICO,109740343,01/10/2031,AGENTES ANTITROMBÓTICOS,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,RIVAROXABANA,,
rivaroxabana,GENÉRICO,100431361,01/11/2031,AGENTES ANTITROMBÓTICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,RIVAROXABANA,,
EMBO,SIMILAR,109740353,,AGENTES ANTITROMBÓTICOS,49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA,APIXABANA,,
XAKILIS,SIMILAR,102351401,,AGENTES ANTITROMBÓTICOS,57507378000365 - EMS S/A,APIXABANA,,
PREVPULBANA,SIMILAR,109170125,,AGENTES ANTITROMBÓTICOS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,RIVAROXABANA,,
rivaroxabana,GENÉRICO,109170127,,AGENTES ANTITROMBÓTICOS,17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,RIVAROXABANA,,
RIVOXX,SIMILAR,100431445,01/08/2032,AGENTES ANTITROMBÓTICOS,61190096000192 - EUROFARMA LABORATÓRIOS S.A.,RIVAROXABANA,,
XANEV,SIMILAR,188300097,,AGENTES ANTITROMBÓTICOS,11643096000122 - MYLAN LABORATORIOS LTDA,RIVAROXABANA,,
rivaroxabana,SIMILAR,105350239,01/10/2033,AGENTES ANTITROMBÓTICOS,17115437000173 - LABORATÓRIO GLOBO SA,RIVAROXABANA,,
VABAM,SIMILAR,178170973,01/07/2034,AGENTES ANTITROMBÓTICOS,61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,RIVAROXABANA,,
rivaroxabana,GENÉRICO,125680336,01/03/2034,AGENTES ANTITROMBÓTICOS,73856593000166 - PRATI DONADUZZI & CIA LTDA,RIVAROXABANA,,
rivaroxabana,GENÉRICO,155840676,01/05/2034,AGENTES ANTITROMBÓTICOS,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,RIVAROXABANA,,
CLORIDRATO DE PROPRANOLOL,GENÉRICO,155840208,01/04/2028,AGENTES BETABLOQUEADORES,05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CLORIDRATO DE PROPRANOLOL,,
LAFESC-PROPRANOLOL,SIMILAR,101790001,01/07/2007,AGENTES BETABLOQUEADORES,82951245000169 - SECRETARIA DE ESTADO DA SAUDE DE SANTA CATARINA,CLORIDRATO DE PROPRANOLOL,,
tartarato de metoprolol,GENÉRICO,103700767,,AGENTES BETABLOQUEADORES,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,TARTARATO DE METOPROLOL,,
TARBET,SIMILAR,103700769,01/07/2032,AGENTES BETABLOQUEADORES,17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A,TARTARATO DE METOPROLOL,,
losartana potássica + hidroclorotiazida,GENÉRICO,123520290,01/10/2032,AGENTES BETABLOQUEADORES E OUTROS ANTI-HIPERTENSIVOS,73663650000190 - RANBAXY FARMACÊUTICA LTDA,LOSARTANA POTÁSSICA +  HIDROCLOROTIAZIDA,,
ILLUCCIX,RADIOFÁRMACO,173590007,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,04891262000144 - MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTECAO S.A.,GOZETOTIDA,,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA-1007,RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,88630413000109 - UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,AMESPRO FLUORNICOTINAMIDA (18 F),,
RPHKARDIA,RADIOFÁRMACO,173590002,01/08/2029,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,04891262000144 - MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTEÇÃO LTDA,TETRAFLUORBORATO TETRAMIBI CUPROSO,,
RPHLIMPHA,RADIOFÁRMACO,173590005,01/12/2023,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,04891262000144 - MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTEÇÃO LTDA,ÁCIDO FÍTICO,,
RPHNEFRO,RADIOFÁRMACO,173590003,01/08/2030,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,04891262000144 - MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTEÇÃO LTDA,ÁCIDO PENTÉTICO,,
RPHOSTEO,RADIOFÁRMACO,173590001,01/10/2028,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,04891262000144 - MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTEÇÃO LTDA,ÁCIDO MEDRÔNICO,,
RPHRENO,RADIOFÁRMACO,173590004,01/10/2023,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,04891262000144 - MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTEÇÃO LTDA,SUCCÍMER,,
RPHPYRO,RADIOFÁRMACO,173590006,01/08/2022,AGENTES DIAGNOSTICOS NAO RADIOATIVOS,04891262000144 - MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTEÇÃO LTDA,PIROFOSFATO TETRASSÓDICO DECAIDRATADO,,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
PSMA - 1007 (18F),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144 - IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,AMESPRO FLUORNICOTINAMIDA (18 F),,
PSMA11 (68Ga),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,GÁLIO (68 GA),,
PIB (11C),RADIOFÁRMACO,,,AGENTES DIAGNOSTICOS RADIOATIVOS,60448040000122 - HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DA USP,PIBENZOTIAZOL (11 C),,
